1 1 0 -9600 8
1 2 0 -9410.2041 7
1 3 0 -9220.4082 7
1 4 0 -9030.6123 7
1 5 0 -8840.81641 7
1 6 0 -8651.02051 7
1 7 0 -8461.22461 6
1 8 0 -8271.42871 6
1 9 0 -8081.63281 6
1 10 0 -7891.83691 6
1 11 0 -7702.04102 6
1 12 0 -7512.24512 5
1 13 0 -7322.44922 5
1 14 0 -7132.65332 4
1 15 0 -6942.85742 4
1 16 0 -6753.06152 4
1 17 0 -6563.26562 4
1 18 0 -6373.46973 4
1 19 0 -6183.67383 4
1 20 0 -5993.87793 4
1 21 0 -5804.08203 4
1 22 0 -5614.28613 4
1 23 0 -5424.48975 4
1 24 0 -5234.69385 4
1 25 0 -5044.89795 4
1 26 0 -4855.10205 3
1 27 0 -4665.30615 3
1 28 0 -4475.51025 2
1 29 0 -4285.71436 2
1 30 0 -4095.91846 2
1 31 0 -3906.12256 2
1 32 0 -3716.32666 2
1 33 0 -3526.53076 2
1 34 0 -3336.73486 2
1 35 0 -3146.93896 2
1 36 0 -2957.14307 2
1 37 0 -2767.34717 2
1 38 0 -2577.55127 2
1 39 0 -2387.75537 2
1 40 0 -2197.95947 2
1 41 0 -2008.16357 2
1 42 0 -1818.36768 2
1 43 0 -1628.57178 2
1 44 0 -1438.77588 2
1 45 0 -1248.97949 2
1 46 0 -1059.18359 2
1 47 0 -869.387695 2
1 48 0 -679.591797 2
1 49 0 -489.795898 1
1 50 0 -300 1
2 1 245.535721 -9600 8
2 2 245.535721 -9410.2041 7
2 3 245.535721 -9220.4082 7
2 4 245.535721 -9030.6123 7
2 5 245.535721 -8840.81641 7
2 6 245.535721 -8651.02051 7
2 7 245.535721 -8461.22461 6
2 8 245.535721 -8271.42871 6
2 9 245.535721 -8081.63281 6
2 10 245.535721 -7891.83691 6
2 11 245.535721 -7702.04102 6
2 12 245.535721 -7512.24512 5
2 13 245.535721 -7322.44922 5
2 14 245.535721 -7132.65332 5
2 15 245.535721 -6942.85742 4
2 16 245.535721 -6753.06152 4
2 17 245.535721 -6563.26562 4
2 18 245.535721 -6373.46973 4
2 19 245.535721 -6183.67383 4
2 20 245.535721 -5993.87793 4
2 21 245.535721 -5804.08203 4
2 22 245.535721 -5614.28613 4
2 23 245.535721 -5424.48975 4
2 24 245.535721 -5234.69385 4
2 25 245.535721 -5044.89795 4
2 26 245.535721 -4855.10205 3
2 27 245.535721 -4665.30615 3
2 28 245.535721 -4475.51025 2
2 29 245.535721 -4285.71436 2
2 30 245.535721 -4095.91846 2
2 31 245.535721 -3906.12256 2
2 32 245.535721 -3716.32666 2
2 33 245.535721 -3526.53076 2
2 34 245.535721 -3336.73486 2
2 35 245.535721 -3146.93896 2
2 36 245.535721 -2957.14307 2
2 37 245.535721 -2767.34717 2
2 38 245.535721 -2577.55127 2
2 39 245.535721 -2387.75537 2
2 40 245.535721 -2197.95947 2
2 41 245.535721 -2008.16357 2
2 42 245.535721 -1818.36768 2
2 43 245.535721 -1628.57178 2
2 44 245.535721 -1438.77588 2
2 45 245.535721 -1248.97949 2
2 46 245.535721 -1059.18359 2
2 47 245.535721 -869.387695 2
2 48 245.535721 -679.591797 2
2 49 245.535721 -489.795898 1
2 50 245.535721 -300 1
3 1 491.071442 -9600 8
3 2 491.071442 -9410.2041 7
3 3 491.071442 -9220.4082 7
3 4 491.071442 -9030.6123 7
3 5 491.071442 -8840.81641 7
3 6 491.071442 -8651.02051 7
3 7 491.071442 -8461.22461 6
3 8 491.071442 -8271.42871 6
3 9 491.071442 -8081.63281 6
3 10 491.071442 -7891.83691 6
3 11 491.071442 -7702.04102 6
3 12 491.071442 -7512.24512 5
3 13 491.071442 -7322.44922 5
3 14 491.071442 -7132.65332 5
3 15 491.071442 -6942.85742 4
3 16 491.071442 -6753.06152 4
3 17 491.071442 -6563.26562 4
3 18 491.071442 -6373.46973 4
3 19 491.071442 -6183.67383 4
3 20 491.071442 -5993.87793 4
3 21 491.071442 -5804.08203 4
3 22 491.071442 -5614.28613 4
3 23 491.071442 -5424.48975 4
3 24 491.071442 -5234.69385 4
3 25 491.071442 -5044.89795 4
3 26 491.071442 -4855.10205 3
3 27 491.071442 -4665.30615 3
3 28 491.071442 -4475.51025 2
3 29 491.071442 -4285.71436 2
3 30 491.071442 -4095.91846 2
3 31 491.071442 -3906.12256 2
3 32 491.071442 -3716.32666 2
3 33 491.071442 -3526.53076 2
3 34 491.071442 -3336.73486 2
3 35 491.071442 -3146.93896 2
3 36 491.071442 -2957.14307 2
3 37 491.071442 -2767.34717 2
3 38 491.071442 -2577.55127 2
3 39 491.071442 -2387.75537 2
3 40 491.071442 -2197.95947 2
3 41 491.071442 -2008.16357 2
3 42 491.071442 -1818.36768 2
3 43 491.071442 -1628.57178 2
3 44 491.071442 -1438.77588 2
3 45 491.071442 -1248.97949 2
3 46 491.071442 -1059.18359 2
3 47 491.071442 -869.387695 2
3 48 491.071442 -679.591797 2
3 49 491.071442 -489.795898 1
3 50 491.071442 -300 1
4 1 736.607178 -9600 8
4 2 736.607178 -9410.2041 7
4 3 736.607178 -9220.4082 7
4 4 736.607178 -9030.6123 7
4 5 736.607178 -8840.81641 7
4 6 736.607178 -8651.02051 7
4 7 736.607178 -8461.22461 6
4 8 736.607178 -8271.42871 6
4 9 736.607178 -8081.63281 6
4 10 736.607178 -7891.83691 6
4 11 736.607178 -7702.04102 6
4 12 736.607178 -7512.24512 5
4 13 736.607178 -7322.44922 5
4 14 736.607178 -7132.65332 5
4 15 736.607178 -6942.85742 4
4 16 736.607178 -6753.06152 4
4 17 736.607178 -6563.26562 4
4 18 736.607178 -6373.46973 4
4 19 736.607178 -6183.67383 4
4 20 736.607178 -5993.87793 4
4 21 736.607178 -5804.08203 4
4 22 736.607178 -5614.28613 4
4 23 736.607178 -5424.48975 4
4 24 736.607178 -5234.69385 4
4 25 736.607178 -5044.89795 4
4 26 736.607178 -4855.10205 3
4 27 736.607178 -4665.30615 3
4 28 736.607178 -4475.51025 2
4 29 736.607178 -4285.71436 2
4 30 736.607178 -4095.91846 2
4 31 736.607178 -3906.12256 2
4 32 736.607178 -3716.32666 2
4 33 736.607178 -3526.53076 2
4 34 736.607178 -3336.73486 2
4 35 736.607178 -3146.93896 2
4 36 736.607178 -2957.14307 2
4 37 736.607178 -2767.34717 2
4 38 736.607178 -2577.55127 2
4 39 736.607178 -2387.75537 2
4 40 736.607178 -2197.95947 2
4 41 736.607178 -2008.16357 2
4 42 736.607178 -1818.36768 2
4 43 736.607178 -1628.57178 2
4 44 736.607178 -1438.77588 2
4 45 736.607178 -1248.97949 2
4 46 736.607178 -1059.18359 2
4 47 736.607178 -869.387695 2
4 48 736.607178 -679.591797 2
4 49 736.607178 -489.795898 1
4 50 736.607178 -300 1
5 1 982.142883 -9600 8
5 2 982.142883 -9410.2041 7
5 3 982.142883 -9220.4082 7
5 4 982.142883 -9030.6123 7
5 5 982.142883 -8840.81641 7
5 6 982.142883 -8651.02051 7
5 7 982.142883 -8461.22461 6
5 8 982.142883 -8271.42871 6
5 9 982.142883 -8081.63281 6
5 10 982.142883 -7891.83691 6
5 11 982.142883 -7702.04102 6
5 12 982.142883 -7512.24512 5
5 13 982.142883 -7322.44922 5
5 14 982.142883 -7132.65332 5
5 15 982.142883 -6942.85742 4
5 16 982.142883 -6753.06152 4
5 17 982.142883 -6563.26562 4
5 18 982.142883 -6373.46973 4
5 19 982.142883 -6183.67383 4
5 20 982.142883 -5993.87793 4
5 21 982.142883 -5804.08203 4
5 22 982.142883 -5614.28613 4
5 23 982.142883 -5424.48975 4
5 24 982.142883 -5234.69385 4
5 25 982.142883 -5044.89795 4
5 26 982.142883 -4855.10205 3
5 27 982.142883 -4665.30615 3
5 28 982.142883 -4475.51025 2
5 29 982.142883 -4285.71436 2
5 30 982.142883 -4095.91846 2
5 31 982.142883 -3906.12256 2
5 32 982.142883 -3716.32666 2
5 33 982.142883 -3526.53076 2
5 34 982.142883 -3336.73486 2
5 35 982.142883 -3146.93896 2
5 36 982.142883 -2957.14307 2
5 37 982.142883 -2767.34717 2
5 38 982.142883 -2577.55127 2
5 39 982.142883 -2387.75537 2
5 40 982.142883 -2197.95947 2
5 41 982.142883 -2008.16357 2
5 42 982.142883 -1818.36768 2
5 43 982.142883 -1628.57178 2
5 44 982.142883 -1438.77588 2
5 45 982.142883 -1248.97949 2
5 46 982.142883 -1059.18359 2
5 47 982.142883 -869.387695 2
5 48 982.142883 -679.591797 2
5 49 982.142883 -489.795898 1
5 50 982.142883 -300 1
