           1           1   0.00000000      -600.000000    
           1           2   245.535721      -599.053528    
           1           3   491.071442      -598.107056    
           1           4   736.607178      -597.160583    
           1           5   982.142883      -596.214111    
           1           6   1227.67859      -595.267639    
           1           7   1473.21436      -594.321167    
           1           8   1718.75000      -593.374695    
           1           9   1964.28577      -592.428223    
           1          10   2209.82153      -591.481689    
           1          11   2455.35718      -590.535217    
           1          12   2700.89282      -589.588745    
           1          13   2946.42871      -588.642273    
           1          14   3191.96436      -587.695801    
           1          15   3437.50000      -586.749329    
           1          16   3683.03589      -585.802856    
           1          17   3928.57153      -584.856384    
           1          18   4174.10742      -583.909912    
           1          19   4419.64307      -582.963440    
           1          20   4665.17871      -582.016968    
           1          21   4910.71436      -581.070496    
           1          22   5156.25000      -577.720703    
           1          23   5401.78564      -574.177551    
           1          24   5647.32178      -570.634338    
           1          25   5892.85742      -567.091187    
           1          26   6138.39307      -563.547974    
           1          27   6383.92871      -560.004822    
           1          28   6629.46436      -556.461670    
           1          29   6875.00000      -552.918457    
           1          30   7120.53613      -549.375305    
           1          31   7366.07178      -545.832153    
           1          32   7611.60742      -542.288940    
           1          33   7857.14307      -538.745789    
           1          34   8102.67871      -535.202637    
           1          35   8348.21484      -531.659424    
           1          36   8593.75000      -528.116272    
           1          37   8839.28613      -524.573059    
           1          38   9084.82129      -524.530945    
           1          39   9330.35742      -525.164429    
           1          40   9575.89355      -525.797852    
           1          41   9821.42871      -526.431274    
           1          42   10066.9648      -527.064697    
           1          43   10312.5000      -527.698120    
           1          44   10558.0361      -528.331543    
           1          45   10803.5713      -528.964966    
           1          46   11049.1074      -529.598389    
           1          47   11294.6436      -530.231812    
           1          48   11540.1787      -530.865234    
           1          49   11785.7148      -531.498657    
           1          50   12031.2500      -532.132080    
           1          51   12276.7861      -532.765503    
           1          52   12522.3213      -533.398926    
           1          53   12767.8574      -534.032410    
           1          54   13013.3936      -534.665833    
           1          55   13258.9287      -535.299255    
           1          56   13504.4648      -535.932678    
           1          57   13750.0000      -536.566101    
           1          58   13995.5361      -537.199524    
           1          59   14241.0723      -537.832947    
           1          60   14486.6074      -538.466370    
           1          61   14732.1436      -539.099792    
           1          62   14977.6787      -539.733215    
           1          63   15223.2148      -540.366638    
           1          64   15468.7500      -541.000061    
           1          65   15714.2861      -541.633484    
           1          66   15959.8223      -542.266968    
           1          67   16205.3574      -542.900391    
           1          68   16450.8926      -543.533813    
           1          69   16696.4297      -544.167236    
           1          70   16941.9648      -544.800659    
           1          71   17187.5000      -545.434082    
           1          72   17433.0371      -546.067505    
           1          73   17678.5723      -546.700928    
           1          74   17924.1074      -547.334351    
           1          75   18169.6426      -547.967773    
           1          76   18415.1797      -548.601196    
           1          77   18660.7148      -549.234619    
           1          78   18906.2500      -549.868042    
           1          79   19151.7871      -550.501526    
           1          80   19397.3223      -551.134949    
           1          81   19642.8574      -551.768372    
           1          82   19888.3926      -552.401794    
           1          83   20133.9297      -553.035217    
           1          84   20379.4648      -553.668640    
           1          85   20625.0000      -554.302063    
           1          86   20870.5371      -554.935486    
           1          87   21116.0723      -555.568909    
           1          88   21361.6074      -556.202332    
           1          89   21607.1426      -556.835754    
           1          90   21852.6797      -557.469177    
           1          91   22098.2148      -558.102600    
           1          92   22343.7500      -558.736023    
           1          93   22589.2871      -559.369507    
           1          94   22834.8223      -560.002930    
           1          95   23080.3574      -560.636353    
           1          96   23325.8926      -561.269775    
           1          97   23571.4297      -561.903198    
           1          98   23816.9648      -562.536621    
           1          99   24062.5000      -563.170044    
           1         100   24308.0371      -563.803467    
           1         101   24553.5723      -564.436890    
           1         102   24799.1074      -565.070312    
           1         103   25044.6426      -565.703735    
           1         104   25290.1797      -566.337158    
           1         105   25535.7148      -566.970581    
           1         106   25781.2500      -567.604004    
           1         107   26026.7871      -568.237488    
           1         108   26272.3223      -568.870911    
           1         109   26517.8574      -569.504333    
           1         110   26763.3945      -569.468994    
           1         111   27008.9297      -567.027222    
           1         112   27254.4648      -564.585449    
           1         113   27500.0000      -562.143677    
           1         114   27745.5371      -559.701843    
